antidep,var_id,cgrp,ctype,code,coef,likelir,vif,description,notes,Proper,Revised
DESVENLAFAXINE,405,dxo,ICD9,71511,0.23,1.29,1.01,"PRIMARY LOCALIZED OSTEOARTHROSIS, SHOULDER REGION",OSTEOARTHRITIS,"Primary Localized Osteoarthrosis, Shoulder Region","Primary Localized Osteoarthrosis, Shoulder Region"
SERTRALINE,234,dxo,ICD9,36511,-0.08,1.14,1.04,PRIMARY OPEN-ANGLE GLAUCOMA,GLAUCOMA,Primary Open-Angle Glaucoma,Primary Open-Angle Glaucoma
VENLAFAXINE,957,rx,GEN,G10554,-0.09,0.83,1.04,PROCHLORPERAZINE MALEATE,ANTINAUSEANTS,Prochlorperazine Maleate,Prochlorperazine Maleate
AMITRIPTYLINE,953,rx,GEN,G10571,0.15,1.36,1.06,PROMETHAZINE HCL,ANTIHISTAMINES,Promethazine Hcl,Promethazine 
Less common antidepressants or combination of antidepressants,959,rx,GEN,G10571,-0.02,0.91,1.12,PROMETHAZINE HCL,ANTIHISTAMINES,Promethazine Hcl,Promethazine 
ESCITALOPRAM,954,rx,GEN,G10595,-0.07,0.96,1.04,PROPOXYPHENE NAP/ACETAMINOPHEN,NARCOTIC ANALGESICS,Propoxyphene Nap/Acetaminophen,Propoxyphene Nap/Acetaminophen
Less common antidepressants or combination of antidepressants,961,rx,GEN,G10595,-0.07,0.87,1.08,PROPOXYPHENE NAP/ACETAMINOPHEN,NARCOTIC ANALGESICS,Propoxyphene Nap/Acetaminophen,Propoxyphene Nap/Acetaminophen
DESVENLAFAXINE,708,px,CPT4,90792,-0.35,0.39,1.3,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
DESVENLAFAXINE,707,px,CPT4,90791,-0.23,0.38,1.59,PSYCHIATRIC DIAGNOSTIC EVALUATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation,Psychiatric Diagnostic Evaluation
DULOXETINE,726,px,CPT4,90791,-0.19,0.54,1.49,PSYCHIATRIC DIAGNOSTIC EVALUATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation,Psychiatric Diagnostic Evaluation
ESCITALOPRAM,706,px,CPT4,90791,-0.18,0.66,1.6,PSYCHIATRIC DIAGNOSTIC EVALUATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation,Psychiatric Diagnostic Evaluation
MIRTAZAPINE,769,px,CPT4,90791,-0.17,0.7,1.46,PSYCHIATRIC DIAGNOSTIC EVALUATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation,Psychiatric Diagnostic Evaluation
PAROXETINE,700,px,CPT4,90791,-0.28,0.46,1.53,PSYCHIATRIC DIAGNOSTIC EVALUATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation,Psychiatric Diagnostic Evaluation
SERTRALINE,716,px,CPT4,90791,-0.3,0.38,1.62,PSYCHIATRIC DIAGNOSTIC EVALUATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation,Psychiatric Diagnostic Evaluation
DULOXETINE,727,px,CPT4,90792,-0.11,0.58,1.21,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
ESCITALOPRAM,707,px,CPT4,90792,-0.16,0.8,1.19,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
FLUOXETINE,698,px,CPT4,90792,-0.19,0.43,1.24,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
MIRTAZAPINE,770,px,CPT4,90792,-0.15,0.79,1.18,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
PAROXETINE,701,px,CPT4,90792,-0.23,0.52,1.19,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
SERTRALINE,717,px,CPT4,90792,-0.17,0.43,1.22,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
VENLAFAXINE,707,px,CPT4,90792,-0.21,0.45,1.26,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
Less common antidepressants or combination of antidepressants,720,px,CPT4,90792,-0.17,0.59,1.27,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Evaluation With Medical Services,"Psychiatric Diagnosis, Evaluation, With Medical Services"
MIRTAZAPINE,771,px,CPT4,90801,-0.14,0.88,1.51,PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Interview Examination,Examined for Psychiatric Diagnosis
ESCITALOPRAM,708,px,CPT4,90801,-0.23,0.67,1.66,PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Interview Examination,Examined for Psychiatric Diagnosis 
FLUOXETINE,699,px,CPT4,90801,-0.38,0.39,1.69,PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Interview Examination,Examined for Psychiatric Diagnosis 
PAROXETINE,702,px,CPT4,90801,-0.39,0.41,1.69,PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Interview Examination,Examined for Psychiatric Diagnosis 
SERTRALINE,718,px,CPT4,90801,-0.47,0.35,1.71,PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION,PSYCHOLOGICAL AND PSYCHIATRIC,Psychiatric Diagnostic Interview Examination,Examined for Psychiatric Diagnosis 
FLUOXETINE,712,px,CPT4,96101,0.17,0.46,1.04,"PSYCHOLOGICAL TESTING (INCLUDES PSYCHODIAGNOSTIC ASSESSMENT OF EMOTIONALITY, INTELLECTUAL ABILITIES, PERSONALITY AND PSYCHOPATHOLOGY, EG, MMPI, RORSCH",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychological Testing (Includes Psychodiagnostic Assessment Of Emotionality, Intellectual Abilities, Personality And Psychopathology, Eg, Mmpi, Rorsch","Psychological Testing (Includes Psychodiagnostic Assessment Of Emotionality, Intellectual Abilities, Personality And Psychopathology)"
Less common antidepressants or combination of antidepressants,734,px,CPT4,96101,0.12,0.7,1.04,"PSYCHOLOGICAL TESTING (INCLUDES PSYCHODIAGNOSTIC ASSESSMENT OF EMOTIONALITY, INTELLECTUAL ABILITIES, PERSONALITY AND PSYCHOPATHOLOGY, EG, MMPI, RORSCH",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychological Testing (Includes Psychodiagnostic Assessment Of Emotionality, Intellectual Abilities, Personality And Psychopathology, Eg, Mmpi, Rorsch","Psychological Testing (Includes Psychodiagnostic Assessment Of Emotionality, Intellectual Abilities, Personality And Psychopathology)"
CITALOPRAM,735,px,CPT4,90834,-0.64,0.35,1.58,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
CITALOPRAM,736,px,CPT4,90837,-0.28,0.36,1.14,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
DESVENLAFAXINE,715,px,CPT4,90834,-0.75,0.34,1.74,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
DESVENLAFAXINE,713,px,CPT4,90832,-0.49,0.26,1.07,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
DESVENLAFAXINE,717,px,CPT4,90837,-0.41,0.3,1.18,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
DOXEPIN,713,px,CPT4,90834,-0.61,0.48,1.09,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
DULOXETINE,734,px,CPT4,90834,-0.54,0.45,1.59,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
DULOXETINE,736,px,CPT4,90837,-0.26,0.46,1.16,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
DULOXETINE,732,px,CPT4,90832,-0.26,0.48,1.09,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
ESCITALOPRAM,713,px,CPT4,90833,-0.37,0.76,1.16,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P",Psychotherapy
ESCITALOPRAM,714,px,CPT4,90834,-0.37,0.63,1.66,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
ESCITALOPRAM,716,px,CPT4,90837,-0.19,0.65,1.14,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
ESCITALOPRAM,712,px,CPT4,90832,-0.18,0.74,1.06,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
FLUOXETINE,704,px,CPT4,90833,-0.58,0.34,1.19,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P",Psychotherapy
FLUOXETINE,705,px,CPT4,90834,-0.55,0.36,1.75,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
FLUOXETINE,707,px,CPT4,90837,-0.28,0.35,1.17,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
FLUOXETINE,703,px,CPT4,90832,-0.21,0.4,1.07,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
MIRTAZAPINE,778,px,CPT4,90836,-0.35,0.71,1.09,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P",Psychotherapy
MIRTAZAPINE,775,px,CPT4,90832,-0.34,0.62,1.13,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
MIRTAZAPINE,777,px,CPT4,90834,-0.25,0.7,1.46,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
MIRTAZAPINE,776,px,CPT4,90833,-0.23,0.82,1.17,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P",Psychotherapy
NORTRIPTYLINE,728,px,CPT4,90834,-0.39,0.9,1.03,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
PAROXETINE,707,px,CPT4,90834,-0.61,0.38,1.58,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
PAROXETINE,708,px,CPT4,90837,-0.3,0.38,1.15,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
ROPINIROLE,746,px,CPT4,90834,-0.56,0.48,1.06,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
SERTRALINE,725,px,CPT4,90836,-0.79,0.25,1.08,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P",Psychotherapy
SERTRALINE,724,px,CPT4,90834,-0.63,0.32,1.7,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
SERTRALINE,723,px,CPT4,90833,-0.61,0.32,1.18,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P",Psychotherapy
SERTRALINE,726,px,CPT4,90837,-0.35,0.32,1.15,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
SERTRALINE,722,px,CPT4,90832,-0.27,0.37,1.07,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
TRAZODONE,741,px,CPT4,90834,0.27,1.68,1.08,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
VENLAFAXINE,714,px,CPT4,90834,-0.62,0.37,1.71,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
VENLAFAXINE,716,px,CPT4,90837,-0.33,0.36,1.17,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
VENLAFAXINE,712,px,CPT4,90832,-0.25,0.4,1.08,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
Less common antidepressants or combination of antidepressants,727,px,CPT4,90834,-0.46,0.48,1.67,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient",Psychotherapy
Less common antidepressants or combination of antidepressants,725,px,CPT4,90832,-0.32,0.51,1.11,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient",Psychotherapy
Less common antidepressants or combination of antidepressants,729,px,CPT4,90837,-0.25,0.48,1.17,"PSYCHOTHERAPY, 60 MINUTES WITH PATIENT",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 60 Minutes With Patient",Psychotherapy
DULOXETINE,735,px,CPT4,90836,-0.57,0.36,1.09,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service"
TRAZODONE,740,px,CPT4,90833,0.45,2.24,1.08,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service"
VENLAFAXINE,713,px,CPT4,90833,-0.58,0.35,1.21,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service"
Less common antidepressants or combination of antidepressants,726,px,CPT4,90833,-0.52,0.47,1.22,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service"
Less common antidepressants or combination of antidepressants,728,px,CPT4,90836,-0.51,0.39,1.1,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service"
FLUOXETINE,706,px,CPT4,90836,-0.64,0.29,1.09,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service "
PAROXETINE,706,px,CPT4,90833,-0.58,0.43,1.12,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service "
VENLAFAXINE,715,px,CPT4,90836,-0.54,0.31,1.09,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation And Management Service "
CITALOPRAM,734,px,CPT4,90833,-0.72,0.33,1.1,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation, and Management Service"
DESVENLAFAXINE,714,px,CPT4,90833,-0.8,0.31,1.25,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation, and Management Service"
DESVENLAFAXINE,716,px,CPT4,90836,-0.69,0.27,1.11,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation, and Management Service"
DULOXETINE,733,px,CPT4,90833,-0.53,0.44,1.2,"PSYCHOTHERAPY, 30 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 30 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation, And Management Service"
ESCITALOPRAM,715,px,CPT4,90836,-0.43,0.63,1.08,"PSYCHOTHERAPY, 45 MINUTES WITH PATIENT WHEN PERFORMED WITH AN EVALUATION AND MANAGEMENT SERVICE (LIST SEPARATELY IN ADDITION TO THE CODE FOR PRIMARY P",PSYCHOLOGICAL AND PSYCHIATRIC,"Psychotherapy, 45 Minutes With Patient When Performed With An Evaluation And Management Service (List Separately In Addition To The Code For Primary P","Psychotherapy, Evaluation, And Management Service"
FLUOXETINE,140,dxo,ICD9,2720,0.02,1.32,1.18,PURE HYPERCHOLESTEROLEMIA,DISORDERS OF LIPID METABOLISM,Pure Hypercholesterolemia,Pure Hypercholesterolemia
SERTRALINE,154,dxo,ICD9,2720,0.03,1.27,1.19,PURE HYPERCHOLESTEROLEMIA,DISORDERS OF LIPID METABOLISM,Pure Hypercholesterolemia,Pure Hypercholesterolemia
VENLAFAXINE,147,dxo,ICD9,2720,0.03,1.16,1.15,PURE HYPERCHOLESTEROLEMIA,DISORDERS OF LIPID METABOLISM,Pure Hypercholesterolemia,Pure Hypercholesterolemia
AMITRIPTYLINE,957,rx,GEN,G10818,0.24,2.65,1.06,QUETIAPINE FUMARATE,ATARACTICS-TRANQUILIZERS,Quetiapine Fumarate,Quetiapine Fumarate
ESCITALOPRAM,956,rx,GEN,G10818,0.09,1.1,1.09,QUETIAPINE FUMARATE,ATARACTICS-TRANQUILIZERS,Quetiapine Fumarate,Quetiapine Fumarate
DULOXETINE,962,rx,GEN,G10839,0.1,1.16,1.02,RABEPRAZOLE SODIUM,ANTI-ULCER PREPS/GASTROINTESTINAL PREPS,Rabeprazole Sodium,Rabeprazole Sodium
SERTRALINE,965,rx,GEN,G10839,0.07,1.15,1.02,RABEPRAZOLE SODIUM,ANTI-ULCER PREPS/GASTROINTESTINAL PREPS,Rabeprazole Sodium,Rabeprazole Sodium
SERTRALINE,966,rx,GEN,G10860,0.12,1.47,1.02,RAMIPRIL,OTHER ANTIHYPERTENSIVES,Ramipril,Ramipril
VENLAFAXINE,965,rx,GEN,G10860,0.15,1.39,1.02,RAMIPRIL,OTHER ANTIHYPERTENSIVES,Ramipril,Ramipril
SERTRALINE,524,dxo,ICD9,7821,-0.04,0.9,1.02,RASH AND OTHER NONSPECIFIC SKIN ERUPTION,OTHER SKIN DISORDERS,Rash And Other Nonspecific Skin Eruption,Rash And Other Nonspecific Skin Eruption
PAROXETINE,207,dxo,ICD9,33394,-0.17,1.09,1.13,RESTLESS LEGS SYNDROME [RLS],OTHER HEREDITARY AND DEGENERAT,Restless Legs Syndrome [Rls],Restless Legs Syndrome
ROPINIROLE,244,dxo,ICD9,33394,0.17,1.23,1.13,RESTLESS LEGS SYNDROME [RLS],OTHER HEREDITARY AND DEGENERAT,Restless Legs Syndrome [Rls],Restless Legs Syndrome
ROPINIROLE,39,dxi,ICD9,33394,0.11,1.42,1.04,RESTLESS LEGS SYNDROME [RLS],OTHER HEREDITARY AND DEGENERAT,Restless Legs Syndrome [Rls],Restless Legs Syndrome
Less common antidepressants or combination of antidepressants,236,dxo,ICD9,33394,0.07,1.61,1.38,RESTLESS LEGS SYNDROME [RLS],OTHER HEREDITARY AND DEGENERAT,Restless Legs Syndrome [Rls],Restless Legs Syndrome
PAROXETINE,958,rx,GEN,G10995,-0.15,1.04,1.01,RISEDRONATE SODIUM,MISCELLANEOUS,Risedronate Sodium,Risedronate Sodium
CITALOPRAM,968,rx,GEN,G10996,-0.96,0.24,1.05,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
DESVENLAFAXINE,957,rx,GEN,G10996,-0.47,0.3,1.03,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
